73982.416985,883666.649459,0.000000,0.000000,0.000000,258657.447423
73909.715878,652774.094638,462584.298059,418563.581879,450008.622725,449990.930151
73904.909447,517667.218772,564032.046569,510357.300707,525759.781616,525717.588663
74114.093587,527719.696671,486726.340360,440408.205102,467818.693940,467801.313896
74466.946784,522575.058073,449914.991084,407099.918869,425160.463823,425136.985873
74727.733871,524968.931643,397406.549988,359588.316602,384873.497876,384826.277955
74890.918047,493328.948955,409335.801557,370382.349791,398826.195056,398793.380865
74956.693551,465509.752165,402943.012739,364597.915262,389803.586527,389689.504946
74910.735216,476284.485132,364481.089395,329796.127851,354133.530420,354110.071153
74734.612161,465956.697489,356417.307752,322499.716490,343669.778455,343649.696593
74447.240385,436614.199410,356672.614593,322730.727673,345655.511292,345650.067835
74166.456149,440667.528978,335103.944252,303214.587691,324088.958781,324071.838374
73960.341082,427796.059046,326999.977703,295881.815523,323854.793077,323824.752502
73847.129607,415508.121735,331005.541291,299506.199338,329588.101867,329564.210850
73874.021103,410120.788001,334217.973961,302412.928620,327807.893939,327729.715983
73995.329965,401131.464823,324984.097660,294057.771829,319221.156121,319217.878206
74064.779244,399907.206061,307075.718145,277853.599947,306157.759621,306091.116500
74157.609288,400276.548303,301790.326030,273071.179394,303576.353925,303556.863437
74273.699010,401329.811919,295550.975312,267425.581399,290540.586458,290468.325488
74484.200864,395376.243460,294670.282633,266628.697709,287973.228951,287907.276456
74533.501052,384365.983443,295884.214636,267727.108809,288216.647727,288144.488169
74436.083513,379700.779848,291379.111760,263650.723155,284188.790575,284181.963501
74293.007619,374669.111829,290673.011361,263011.817092,283785.665030,283711.032210
74161.073267,367659.847170,283934.683381,256914.725802,282835.090999,282808.859511
74069.062589,372859.393770,275649.845838,249418.294790,272779.854060,272778.244591
74054.094185,363306.119404,280951.242251,254215.196632,278191.588305,278138.675415
74148.631282,365707.960684,275727.089950,249488.188153,273500.525893,273498.845536
74230.832906,368685.009435,268348.922722,242812.146369,264985.167657,264961.729253
74267.906094,363084.381339,271105.035302,245305.980159,268599.731809,268565.244448
74322.070826,359805.312724,269998.767854,244304.987978,271160.769247,271103.093805
74354.141526,359290.947972,264793.110594,239594.714503,263875.134414,263816.215756
74345.180406,360213.472730,263378.512210,238314.732954,258297.478834,258249.420753
74393.375151,355179.683825,269764.643818,244093.143789,272656.803995,272629.526347
74483.039328,344949.223741,274923.954774,248761.481394,268185.047646,268168.281020
74529.758711,353133.216471,259193.068241,234527.586640,257156.478435,257153.377813
74466.400044,351266.777898,258699.559367,234081.041345,250866.449954,250846.055803
74307.064302,345100.676920,254473.152947,230256.830672,255234.929502,255215.604102
74116.693636,342561.953156,263616.885288,238530.421835,258460.627114,258458.365408
74033.153342,346201.774477,257137.211063,232667.370139,262244.148555,262201.298336
74191.075771,359737.975746,253101.860707,229016.034142,249416.467663,249413.049981
74427.316493,349057.348256,259554.295536,234854.438613,260938.563165,260930.217111
74490.238574,340989.148690,265816.108225,240520.361038,268955.318071,268856.524483
74399.030889,347118.718061,261563.756551,236672.674130,262556.776953,262451.192819
74318.789260,361563.921730,245406.287406,222052.791466,254193.098691,254154.812036
74260.336334,348693.067483,265749.712847,240460.284016,265533.959109,265486.371345
74258.847695,352518.579116,264055.444856,238927.246942,257213.227859,257197.717154
74290.695789,354958.992418,251662.553424,227713.695056,254470.516218,254409.256500
74158.612676,341173.437831,267451.997011,242000.574424,266689.107547,266666.899409
73964.745320,347322.026209,259148.676290,234487.419141,258514.438071,258475.129752
73946.546028,349868.612581,250630.514696,226779.867798,253151.544106,253123.783766
74179.372361,353592.997189,248912.440514,225225.289992,250984.211755,250952.979021
74359.677724,336576.566763,261233.728268,236374.052190,253562.425210,253543.266239
74425.857628,341520.525933,250282.150134,226464.654508,250186.027807,250163.963711
74428.042774,342954.837553,249343.919790,225615.708586,247812.724144,247713.111248
74471.950838,354613.559550,236458.908336,213956.868090,232973.057375,232965.749583
74492.396543,333299.950730,252501.185143,228472.520416,257170.658059,257141.213264
74545.131132,340054.201689,249611.476561,225857.803963,246555.863586,246539.816086
74589.034539,340896.078345,246714.422289,223236.440857,246852.073289,246835.830246
74476.416697,330989.931130,261514.126341,236627.766858,254874.283786,254872.222307
74484.949841,326341.971363,256388.152664,231989.594072,256354.459729,256291.657318
74610.128938,340395.814656,249758.052213,225990.431098,246728.828421,246699.910156
74745.234364,340111.572863,241960.260149,218934.697060,242898.145365,242868.624261
74794.094449,338889.110339,241543.354397,218557.465137,238870.581678,238833.017799
74806.456848,331558.055026,242820.643480,219713.204092,241426.082532,241390.015844
74804.233383,343055.317969,228820.503887,207045.353931,229228.995941,229200.489729
74783.127956,342044.040180,242305.639950,219247.209628,239303.888148,239290.538253
74785.109685,327066.635683,254015.057977,229842.329202,249485.269482,249471.991613
74867.191817,335187.476051,238875.980256,216143.925205,234170.495613,234146.992816
74887.932329,339158.746263,228557.059715,206806.979786,232777.565079,232763.456233
74749.810282,330841.632021,242306.560133,219248.042244,244693.626090,244674.802041
74681.180732,325840.746605,250138.593611,226334.759194,253309.301331,253273.936847
74732.527887,334617.859945,255525.292609,231208.846007,252477.411086,252414.160673
74706.689326,341694.472698,247623.601125,224059.099887,253061.648067,253045.757320
74615.720859,346594.637116,253691.212007,229549.301251,256942.832798,256915.523301
74446.479068,343215.869089,258914.093198,234275.159583,270906.272783,270872.933215
74361.693607,349381.392084,265092.145929,239865.292864,261377.087446,261351.502446
74344.214937,349866.783863,261885.484288,236963.785424,262314.993419,262311.314239
74225.808936,340805.960796,271568.814932,245725.625322,271586.312358,271543.846862
74031.818342,347570.633892,265566.294389,240294.320132,257404.397019,257366.894124
74043.680201,352075.657950,249985.762901,226196.472249,251114.459086,251044.543623
74080.496424,351806.991001,255681.967516,231350.611326,253963.755970,253949.050792
73997.381230,346755.364037,257113.370037,232645.797887,257372.359028,257347.962820
73931.976166,350554.719178,255506.399879,231191.751158,256187.905853,256148.333222
73898.826022,342983.805597,264266.135134,239117.887389,253700.027607,253678.440247
73801.888585,338392.070696,262767.109037,237761.512486,257414.391414,257361.146070
73768.872517,351450.147738,244390.980193,221134.103509,246983.589208,246973.507451
73911.849467,330532.397832,268435.823789,242890.777706,260643.554432,260596.467218
74088.233041,342385.153534,246339.839715,222897.504528,253166.154341,253137.114821
74185.222221,340605.611447,256037.110197,231671.957712,262058.035312,261986.003223
74097.941048,345568.442637,256107.747045,231735.872575,253928.986167,253879.761929
74041.971083,338283.674710,261496.304341,236611.640846,256833.436401,256826.349180
74082.307554,348787.787036,249927.507771,226143.760828,249202.843193,249192.531922
74100.155732,344547.850256,249980.080128,226191.330263,254723.010852,254717.796446
74201.029327,349192.014887,250219.228358,226407.720530,253097.258013,253076.234007
74255.893099,341456.635364,253583.860446,229452.165542,253073.314793,253033.718984
74219.122152,344460.919744,251867.855544,227899.460096,248191.777304,248162.532652
74188.149457,337861.065704,252947.636953,228876.486719,253008.874725,252999.497468
74087.340634,342593.986430,246023.410439,222611.187478,250057.257912,250023.241208
74023.597358,341440.706888,250617.523953,226768.113288,252402.275402,252371.182777
74053.695914,337369.757162,254968.096441,230704.674065,258731.009713,258696.962568
