2014.399193,47769.354715,11240.059753
1938.762571,10325.422075,11816.104383
1836.668229,14335.870496,10419.555224
2008.722965,13471.066534,11987.068587
2115.848682,10732.456418,8468.357742
1961.078752,13121.288922,9362.163888
2172.418705,13870.551455,9484.355692
1865.093944,14690.267994,8091.411215
1943.093146,14482.523893,7871.416496
2060.988088,10811.501187,8910.036578
2029.032031,11252.347192,13227.866231
1936.406184,13908.184483,9845.713967
2053.614811,15935.355720,10760.566655
1889.072922,12675.297671,11830.005514
2090.274917,15536.258111,13432.423201
1882.971970,11445.728001,9654.421295
2123.470454,12473.852945,9108.290836
1987.234177,12851.462291,11586.025313
1931.562343,13139.730222,10575.278066
2095.836572,15051.977130,8689.840727
2028.553755,11375.840859,9297.759237
2129.543033,13316.238588,9867.028113
2071.985357,11817.427579,14095.841963
1940.055744,12632.716198,10323.814673
1955.372988,12191.375892,9743.950633
1861.824097,11376.604979,11528.025444
2077.919937,14838.610113,12157.726598
2201.290744,11276.902040,10561.400347
1701.133057,14531.845131,11226.750006
2026.872041,11446.532008,10796.350982
1930.036335,12397.558076,10320.243279
1848.660138,13188.149462,8616.755719
2032.146694,13335.071877,12548.693902
2199.432842,11772.082397,10223.868710
1997.872408,13471.948271,9565.735157
1903.141030,15583.971747,12071.393462
2014.869570,14083.155222,7069.932165
2067.904521,11138.266221,10981.936242
1930.375959,15735.860232,10619.482757
2159.291450,11569.532026,11300.407983
1823.638478,13424.089880,10076.914211
2129.236125,11769.539041,11114.707956
1907.806092,13438.310275,10493.286249
1945.074498,13993.027189,9359.123958
2036.695354,10626.187024,11622.722459
1912.136517,15783.251638,10305.943987
1910.480283,12920.188802,11883.025244
2001.585215,14397.024203,8945.043928
1886.709002,11677.125568,10411.535338
2021.965957,11384.067072,12787.604388
1975.160694,11570.587126,11476.437013
2158.290567,11294.547137,12190.699782
1812.452236,13633.362784,11700.687640
2032.367738,15034.529509,10510.739639
2137.527194,14016.039041,12480.726847
2066.977114,11086.966134,11641.342349
1891.896417,12085.790819,11948.735009
1939.762594,12931.579126,11054.162750
2034.697158,16219.316476,9898.474295
1787.867334,12910.743013,9422.349118
2102.366768,12231.502101,9912.700851
1926.982700,12756.909627,12261.690830
2076.968142,12055.630581,10012.559436
1816.611295,11401.877413,12451.002696
2087.534311,15156.837216,10268.186387
2001.869913,10767.083512,10414.156237
1996.978964,14154.090815,9694.624961
1996.795777,12617.715229,9653.948397
2072.273680,14000.068722,10789.522787
1988.247656,15401.540558,8896.214127
1879.609942,11022.686629,13130.088858
2107.367850,10695.735703,10338.635838
1961.553719,12740.620982,10974.877335
1940.849357,15537.925293,11435.034100
2096.686423,10905.497798,9743.819840
1999.301032,13653.103726,9415.359583
2013.221319,12363.740044,11489.168635
1999.462248,14178.072756,10709.356831
1969.036011,13590.300324,11351.620419
1873.265064,10434.907728,11367.463005
2019.619797,14071.158998,11210.493031
1883.174896,17860.215657,12751.919493
2138.870247,12434.017446,11182.033500
1820.572055,14261.264752,9920.161049
1996.602846,11291.575699,9757.527995
2211.154442,14899.506805,11906.073937
1972.878754,12821.878650,9093.382016
1976.205768,11362.847688,9890.928576
2056.240181,11201.010393,12015.928102
1823.552743,11239.505608,9248.254602
2171.320768,12364.167594,9361.984550
2226.027794,12872.388652,11719.311626
2054.052968,13476.046230,8476.259716
2051.123706,12060.790887,12726.958091
1974.683461,14306.194193,15152.228862
2060.717906,13029.076270,12439.325018
1991.866010,12311.582626,13503.840005
2200.107182,16007.350070,9872.333859
2118.425818,13147.085451,10252.421604
1965.315505,12034.559754,12030.863314
